Object 1 Volume,Object 1 Grasping Length,"Object 1 Shape (Cuboid, Sphere, Cylinder)",Object 2 Volume,Object 2 Grasping Length,"Object 2 Shape (Cuboid, Sphere, Cylinder)",Remaining Workspace Volume after first grasp,Remaining Workspace Volume after both grasps
8.2448e-05,0.0,"[0, 1, 0]",6.54498e-05,0.0,"[0, 1, 0]",0.0066461536325917,0.0031263832932089
8.2944e-05,0.036,"[1, 0, 0]",0.000165888,0.072,"[1, 0, 0]",0.0066320641023327,0.0031280600679045
2.704e-05,0.04,"[1, 0, 0]",7.64475e-05,0.046,"[0, 0, 1]",0.0066887086470882,0.003130721585331
0.000239112,0.082,"[1, 0, 0]",8.34658e-05,0.082,"[0, 0, 1]",0.0065622844467755,0.0030766931580089
3.42119e-05,0.09,"[0, 0, 1]",1.5708e-06,0.02,"[0, 0, 1]",0.0066981512037048,0.003133312218388
1.0976e-05,0.056,"[1, 0, 0]",9.19523e-05,0.0,"[0, 1, 0]",0.0066976261330809,0.003132088850856
6.0319e-06,0.03,"[0, 0, 1]",2.4127e-06,0.012,"[0, 0, 1]",0.0067043499434677,0.003133249026244
6.4288e-05,0.082,"[1, 0, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0066707556969625,0.003119720595943
0.00019044,0.09,"[1, 0, 0]",4.67972e-05,0.076,"[0, 0, 1]",0.0066082582531601,0.0030820937825461
1.72411e-05,0.112,"[0, 0, 1]",9.048e-07,0.0,"[0, 1, 0]",0.0067013716027311,0.003133215326461
9.1609e-06,0.036,"[0, 0, 1]",2.0776e-05,0.106,"[1, 0, 0]",0.0067034859911684,0.0031332693419789
3.5152e-05,0.052,"[1, 0, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.0066814756573031,0.0031286216151608
0.0002808,0.078,"[1, 0, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0065024882778425,0.0030772633245744
1.41372e-05,0.0,"[0, 1, 0]",0.000167504,0.116,"[1, 0, 0]",0.0066976961206671,0.0031332024577061
0.000335296,0.124,"[1, 0, 0]",4.6181e-06,0.03,"[0, 0, 1]",0.0065094961082279,0.0030243817516159
5.54177e-05,0.04,"[0, 0, 1]",1.41372e-05,0.0,"[0, 1, 0]",0.0066914515615679,0.003131032387049
4.31969e-05,0.022,"[0, 0, 1]",5.44e-05,0.034,"[1, 0, 0]",0.0066979586609302,0.0031307572579075
9.0478e-06,0.02,"[0, 0, 1]",3.6288e-05,0.028,"[1, 0, 0]",0.0067041078027555,0.0031332662423619
8.2944e-05,0.036,"[1, 0, 0]",4.46022e-05,0.0,"[0, 1, 0]",0.0066318776323011,0.0031279640926626
3.85599e-05,0.034,"[0, 0, 1]",0.0001268198,0.048,"[0, 0, 1]",0.0066936508386171,0.0031324975643805
2.69737e-05,0.106,"[0, 0, 1]",5.5296e-05,0.024,"[1, 0, 0]",0.0066984973277585,0.0031332742762969
2.9531e-05,0.094,"[0, 0, 1]",7.2382e-06,0.0,"[0, 1, 0]",0.0066994226669582,0.003133364106967
0.000240064,0.124,"[1, 0, 0]",8.8467e-06,0.044,"[0, 0, 1]",0.0065818269244819,0.0030610572282585
7.73586e-05,0.076,"[0, 0, 1]",3.35103e-05,0.0,"[0, 1, 0]",0.006679538643163,0.0031323188498816
2.4429e-05,0.0,"[0, 1, 0]",3.87924e-05,0.0,"[0, 1, 0]",0.0066902362874703,0.0031329335311284
0.000129472,0.112,"[1, 0, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.006644027259277,0.0030952431325104
9.8304e-05,0.096,"[1, 0, 0]",5.9488e-05,0.088,"[1, 0, 0]",0.0066499993023949,0.0031077803142252
3.65619e-05,0.022,"[0, 0, 1]",0.000216832,0.112,"[1, 0, 0]",0.0066999747707283,0.0031314823548878
7.2e-06,0.018,"[1, 0, 0]",9.216e-06,0.036,"[1, 0, 0]",0.0067030364594468,0.0031333280243023
9.35943e-05,0.038,"[0, 0, 1]",0.0001229808,0.074,"[0, 0, 1]",0.0066784928528848,0.0031281434299659
3.35103e-05,0.0,"[0, 1, 0]",5.472e-06,0.038,"[1, 0, 0]",0.0066837583880916,0.00313229973187
8.20333e-05,0.102,"[0, 0, 1]",0.000116736,0.114,"[1, 0, 0]",0.0066790815372613,0.0031326627624325
0.000162624,0.084,"[1, 0, 0]",2.916e-05,0.09,"[1, 0, 0]",0.0066080068053241,0.003091433542508
2.4429e-05,0.0,"[0, 1, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.0066910098380511,0.0031329467143483
1.74861e-05,0.046,"[0, 0, 1]",2.08665e-05,0.082,"[0, 0, 1]",0.0067015871664251,0.0031331103563413
0.000165,0.066,"[1, 0, 0]",4.4928e-05,0.078,"[1, 0, 0]",0.0065777578807306,0.0031007405280705
4.8858e-05,0.108,"[0, 0, 1]",9.19523e-05,0.0,"[0, 1, 0]",0.0066914555661792,0.0031333935359641
